xx,SITE,OBS_YEAR,REGION,ISLAND,DATE_,REEF_ZONE,DEPTH_BIN,LATITUDE,LONGITUDE,SITEVISITID,EXCLUDE_FLAG,METHOD,SEC_NAME,HUMANS20,HUMANS200,TYPE,ANALYSIS_YEAR,ANALYSIS_STRATA,ANALYSIS_SEC,MPA_Name,MPA_Estab_Yr,Protection,TUT2012
1925,MID-0144,2009,NWHI,Midway,10/9/09,Backreef,Shallow,28.271,-177.3460833,2797,0,nSPC,Midway,40,40,RANDOM,2009,BackreefAll,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1926,MID-0145,2009,NWHI,Midway,10/7/09,Backreef,Shallow,28.1984,-177.4152,2782,0,nSPC,Midway,40,40,RANDOM,2009,BackreefAll,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1927,MID-0147,2009,NWHI,Midway,10/7/09,Backreef,Shallow,28.2011,-177.4182667,2784,0,nSPC,Midway,40,40,RANDOM,2009,BackreefAll,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1928,MID-0148,2009,NWHI,Midway,10/1/09,Forereef,Shallow,28.20958333,-177.3148,2731,0,nSPC,Midway,40,40,RANDOM,2009,ForereefShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1929,MID-0149,2009,NWHI,Midway,10/6/09,Forereef,Shallow,28.20698333,-177.3168833,2770,0,nSPC,Midway,40,40,RANDOM,2009,ForereefShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1930,MID-0150,2009,NWHI,Midway,10/6/09,Forereef,Shallow,28.20106667,-177.3353667,2769,0,nSPC,Midway,40,40,RANDOM,2009,ForereefShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1931,MID-0151,2009,NWHI,Midway,10/1/09,Forereef,Shallow,28.25861667,-177.3310833,2726,0,nSPC,Midway,40,40,RANDOM,2009,ForereefShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1932,MID-0152,2009,NWHI,Midway,10/6/09,Forereef,Shallow,28.22661667,-177.3137167,2774,0,nSPC,Midway,40,40,RANDOM,2009,ForereefShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1933,MID-0153,2009,NWHI,Midway,10/6/09,Forereef,Shallow,28.20948333,-177.3153333,2779,0,nSPC,Midway,40,40,RANDOM,2009,ForereefShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1934,MID-0154,2009,NWHI,Midway,10/1/09,Forereef,Mid,28.26751667,-177.336,2732,0,nSPC,Midway,40,40,RANDOM,2009,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1935,MID-0155,2009,NWHI,Midway,10/1/09,Forereef,Mid,28.26368333,-177.33215,2730,0,nSPC,Midway,40,40,RANDOM,2009,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1936,MID-0157,2009,NWHI,Midway,10/2/09,Forereef,Mid,28.280531,-177.37485,2741,0,nSPC,Midway,40,40,RANDOM,2009,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1937,MID-0158,2009,NWHI,Midway,10/1/09,Forereef,Mid,28.27328333,-177.3405833,2729,0,nSPC,Midway,40,40,RANDOM,2009,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1938,MID-0159,2009,NWHI,Midway,10/2/09,Forereef,Mid,28.270598,-177.397152,2739,0,nSPC,Midway,40,40,RANDOM,2009,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1939,MID-0160,2009,NWHI,Midway,10/1/09,Forereef,Mid,28.26421667,-177.3339,2727,0,nSPC,Midway,40,40,RANDOM,2009,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1940,MID-0161,2009,NWHI,Midway,10/1/09,Forereef,Mid,28.25761667,-177.3273833,2728,0,nSPC,Midway,40,40,RANDOM,2009,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1941,MID-0162,2009,NWHI,Midway,10/2/09,Forereef,Mid,28.257127,-177.409511,2742,0,nSPC,Midway,40,40,RANDOM,2009,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1942,MID-0163,2009,NWHI,Midway,10/3/09,Forereef,Mid,28.24516667,-177.4196833,2746,0,nSPC,Midway,40,40,RANDOM,2009,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1943,MID-0166,2009,NWHI,Midway,10/2/09,Lagoon,Deep,28.26791667,-177.4114,2738,0,nSPC,Midway,40,40,RANDOM,2009,LagoonDeep,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1944,MID-0167,2009,NWHI,Midway,10/7/09,Forereef,Deep,28.20946667,-177.4305833,2781,0,nSPC,Midway,40,40,RANDOM,2009,ForereefDeep,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1945,MID-0168,2009,NWHI,Midway,10/6/09,Forereef,Deep,28.19488333,-177.3540167,2771,0,nSPC,Midway,40,40,RANDOM,2009,ForereefDeep,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1946,MID-0169,2009,NWHI,Midway,10/2/09,Forereef,Deep,28.277933,-177.393133,2740,0,nSPC,Midway,40,40,RANDOM,2009,ForereefDeep,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1947,MID-0171,2009,NWHI,Midway,10/6/09,Backreef,Deep,28.21321667,-177.3081167,2777,0,nSPC,Midway,40,40,RANDOM,2009,BackreefAll,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1948,MID-0172,2009,NWHI,Midway,10/2/09,Forereef,Shallow,28.25505,-177.4031667,2733,0,nSPC,Midway,40,40,RANDOM,2009,ForereefShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1949,MID-0173,2009,NWHI,Midway,10/9/09,Lagoon,Shallow,28.243,-177.3247,2800,0,nSPC,Midway,40,40,RANDOM,2009,LagoonShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1950,MID-0174,2009,NWHI,Midway,10/9/09,Lagoon,Shallow,28.2248,-177.3972333,2798,0,nSPC,Midway,40,40,RANDOM,2009,LagoonShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1951,MID-0175,2009,NWHI,Midway,10/2/09,Lagoon,Shallow,28.25002,-177.40317,2743,0,nSPC,Midway,40,40,RANDOM,2009,LagoonShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1952,MID-0177,2009,NWHI,Midway,10/3/09,Lagoon,Shallow,28.23931667,-177.4042,2745,0,nSPC,Midway,40,40,RANDOM,2009,LagoonShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1953,MID-0178,2009,NWHI,Midway,10/7/09,Lagoon,Shallow,28.23632,-177.415,2788,0,nSPC,Midway,40,40,RANDOM,2009,LagoonShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1954,MID-0180,2009,NWHI,Midway,10/7/09,Lagoon,Shallow,28.19842,-177.411,2792,0,nSPC,Midway,40,40,RANDOM,2009,LagoonShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1955,MID-0181,2009,NWHI,Midway,10/3/09,Backreef,Mid,28.229995,-177.414316,2736,0,nSPC,Midway,40,40,RANDOM,2009,BackreefAll,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1956,MID-0182,2009,NWHI,Midway,10/3/09,Lagoon,Mid,28.22825,-177.4155833,2737,0,nSPC,Midway,40,40,RANDOM,2009,LagoonMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1957,MID-0183,2009,NWHI,Midway,10/7/09,Lagoon,Mid,28.22725,-177.41555,2783,0,nSPC,Midway,40,40,RANDOM,2009,LagoonMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1958,MID-0184,2009,NWHI,Midway,10/3/09,Lagoon,Mid,28.2301,-177.41535,2747,0,nSPC,Midway,40,40,RANDOM,2009,LagoonMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1959,MID-0199,2011,NWHI,Midway,8/6/11,Backreef,Shallow,28.27743,-177.36609,4083,0,nSPC,Midway,40,40,RANDOM,2011,BackreefAll,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1960,MID-0200,2011,NWHI,Midway,8/4/11,Backreef,Shallow,28.27079,-177.38486,4060,0,nSPC,Midway,40,40,RANDOM,2011,BackreefAll,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1961,MID-0201,2011,NWHI,Midway,8/6/11,Backreef,Shallow,28.22067,-177.31587,4081,0,nSPC,Midway,40,40,RANDOM,2011,BackreefAll,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1962,MID-0202,2011,NWHI,Midway,8/5/11,Backreef,Shallow,28.20155,-177.37036,4074,0,nSPC,Midway,40,40,RANDOM,2011,BackreefAll,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1963,MID-0203,2011,NWHI,Midway,8/5/11,Lagoon,Shallow,28.25513,-177.39694,4076,0,nSPC,Midway,40,40,RANDOM,2011,LagoonShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1964,MID-0204,2011,NWHI,Midway,8/6/11,Lagoon,Shallow,28.24382,-177.39938,4080,0,nSPC,Midway,40,40,RANDOM,2011,LagoonShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1965,MID-0205,2011,NWHI,Midway,8/4/11,Lagoon,Shallow,28.24165,-177.40427,4063,0,nSPC,Midway,40,40,RANDOM,2011,LagoonShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1966,MID-0206,2011,NWHI,Midway,8/6/11,Lagoon,Shallow,28.23561,-177.41057,4079,0,nSPC,Midway,40,40,RANDOM,2011,LagoonShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1967,MID-0207,2011,NWHI,Midway,8/4/11,Lagoon,Shallow,28.22615,-177.41779,4064,0,nSPC,Midway,40,40,RANDOM,2011,LagoonShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1968,MID-0208,2011,NWHI,Midway,8/5/11,Lagoon,Shallow,28.20061,-177.37505,4075,0,nSPC,Midway,40,40,RANDOM,2011,LagoonShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1969,MID-0209,2011,NWHI,Midway,8/4/11,Lagoon,Mid,28.22875,-177.40659,4065,0,nSPC,Midway,40,40,RANDOM,2011,LagoonMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1970,MID-0210,2011,NWHI,Midway,8/5/11,Lagoon,Mid,28.2284,-177.41753,4078,0,nSPC,Midway,40,40,RANDOM,2011,LagoonMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1971,MID-0212,2011,NWHI,Midway,8/4/11,Forereef,Shallow,28.25317,-177.40639,4062,0,nSPC,Midway,40,40,RANDOM,2011,ForereefShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1972,MID-0213,2011,NWHI,Midway,8/3/11,Forereef,Shallow,28.23143,-177.31529,4051,0,nSPC,Midway,40,40,RANDOM,2011,ForereefShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1973,MID-0214,2011,NWHI,Midway,8/5/11,Forereef,Shallow,28.20007,-177.34862,4073,0,nSPC,Midway,40,40,RANDOM,2011,ForereefShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1974,MID-0215,2011,NWHI,Midway,8/4/11,Forereef,Mid,28.28068,-177.36076,4059,0,nSPC,Midway,40,40,RANDOM,2011,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1975,MID-0216,2011,NWHI,Midway,8/4/11,Forereef,Mid,28.2812,-177.35786,4067,0,nSPC,Midway,40,40,RANDOM,2011,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1976,MID-0217,2011,NWHI,Midway,8/4/11,Forereef,Mid,28.26826,-177.40323,4066,0,nSPC,Midway,40,40,RANDOM,2011,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1977,MID-0218,2011,NWHI,Midway,8/4/11,Forereef,Mid,28.26475,-177.40895,4061,0,nSPC,Midway,40,40,RANDOM,2011,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1978,MID-0219,2011,NWHI,Midway,8/4/11,Forereef,Mid,28.23194,-177.41664,4058,0,nSPC,Midway,40,40,RANDOM,2011,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1979,MID-0221,2011,NWHI,Midway,8/5/11,Forereef,Mid,28.19773,-177.36711,4072,0,nSPC,Midway,40,40,RANDOM,2011,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1980,MID-0222,2011,NWHI,Midway,8/5/11,Forereef,Deep,28.21574,-177.43051,4077,0,nSPC,Midway,40,40,RANDOM,2011,ForereefDeep,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1981,MID-0223,2011,NWHI,Midway,8/3/11,Forereef,Deep,28.20933,-177.3107,4054,0,nSPC,Midway,40,40,RANDOM,2011,ForereefDeep,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1982,MID-0224,2011,NWHI,Midway,8/3/11,Forereef,Deep,28.1968,-177.35858,4052,0,nSPC,Midway,40,40,RANDOM,2011,ForereefDeep,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1983,MID-0225,2011,NWHI,Midway,8/3/11,Forereef,Deep,28.19199,-177.41341,4053,0,nSPC,Midway,40,40,RANDOM,2011,ForereefDeep,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1984,MID-0256,2009,NWHI,Midway,10/3/09,Forereef,Mid,28.22345,-177.4236833,2735,0,nSPC,Midway,40,40,RANDOM,2009,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1985,MID-0264,2009,NWHI,Midway,10/7/09,Forereef,Mid,28.19928,-177.419,2787,0,nSPC,Midway,40,40,RANDOM,2009,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1986,MID-0265,2009,NWHI,Midway,10/6/09,Forereef,Mid,28.19866667,-177.3460833,2773,0,nSPC,Midway,40,40,RANDOM,2009,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1987,MID-0270,2009,NWHI,Midway,10/6/09,Forereef,Deep,28.22431667,-177.3083667,2775,0,nSPC,Midway,40,40,RANDOM,2009,ForereefDeep,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1988,MID-0391,2009,NWHI,Midway,10/7/09,Backreef,Shallow,28.21582,-177.314,2789,0,nSPC,Midway,40,40,RANDOM,2009,BackreefAll,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1989,MID-0393,2011,NWHI,Midway,8/6/11,Backreef,Shallow,28.25757,-177.33353,4082,0,nSPC,Midway,40,40,RANDOM,2011,BackreefAll,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1990,MID-0406,2011,NWHI,Midway,8/3/11,Forereef,Shallow,28.22966,-177.31485,4055,0,nSPC,Midway,40,40,RANDOM,2011,ForereefShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1991,MID-0416,2011,NWHI,Midway,8/3/11,Forereef,Deep,28.26686,-177.33369,4057,0,nSPC,Midway,40,40,RANDOM,2011,ForereefDeep,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1992,MID-0417,2011,NWHI,Midway,8/3/11,Forereef,Deep,28.23948,-177.31401,4056,0,nSPC,Midway,40,40,RANDOM,2011,ForereefDeep,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1993,MID-0418,2011,NWHI,Midway,8/3/11,Forereef,Deep,28.21163,-177.31059,4050,0,nSPC,Midway,40,40,RANDOM,2011,ForereefDeep,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1994,MID-0425,2009,NWHI,Midway,10/9/09,Forereef,Mid,28.2469,-177.4187833,2795,0,nSPC,Midway,40,40,RANDOM,2009,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1995,MID-0427,2009,NWHI,Midway,10/6/09,Forereef,Mid,28.215,-177.3114,2772,0,nSPC,Midway,40,40,RANDOM,2009,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1996,MID-0428,2009,NWHI,Midway,10/6/09,Forereef,Mid,28.21308333,-177.3124,2778,0,nSPC,Midway,40,40,RANDOM,2009,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1997,MID-0429,2009,NWHI,Midway,10/9/09,Forereef,Mid,28.2048,-177.4253667,2796,0,nSPC,Midway,40,40,RANDOM,2009,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1998,MID-0430,2009,NWHI,Midway,10/6/09,Forereef,Mid,28.1968,-177.3459333,2780,0,nSPC,Midway,40,40,RANDOM,2009,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
1999,MID-0439,2009,NWHI,Midway,10/7/09,Forereef,Deep,28.22251667,-177.429,2786,0,nSPC,Midway,40,40,RANDOM,2009,ForereefDeep,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2000,MID-0442,2009,NWHI,Midway,10/9/09,Forereef,Deep,28.18861667,-177.39805,2793,0,nSPC,Midway,40,40,RANDOM,2009,ForereefDeep,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2001,MID-0454,2009,NWHI,Midway,10/3/09,Lagoon,Shallow,28.23658333,-177.4017833,2744,0,nSPC,Midway,40,40,RANDOM,2009,LagoonShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2002,MID-0455,2009,NWHI,Midway,10/7/09,Lagoon,Shallow,28.22573,-177.319,2790,0,nSPC,Midway,40,40,RANDOM,2009,LagoonShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2003,MID-0458,2009,NWHI,Midway,10/6/09,Lagoon,Shallow,28.2059,-177.3619167,2776,0,nSPC,Midway,40,40,RANDOM,2009,LagoonShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2004,MID-0460,2009,NWHI,Midway,10/7/09,Lagoon,Shallow,28.19392,-177.403,2791,0,nSPC,Midway,40,40,RANDOM,2009,LagoonShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2005,MID-0467,2009,NWHI,Midway,10/7/09,Lagoon,Shallow,28.2299,-177.4073667,2785,0,nSPC,Midway,40,40,RANDOM,2009,LagoonShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2006,MID-4007,2014,NWHI,Midway,8/21/14,Forereef,Mid,28.21738383,-177.4243182,7306,0,nSPC,Midway,40,40,RANDOM,2014,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2007,MID-4009,2014,NWHI,Midway,8/19/14,Forereef,Mid,28.19762969,-177.3663111,7287,0,nSPC,Midway,40,40,RANDOM,2014,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2008,MID-4010,2014,NWHI,Midway,8/19/14,Forereef,Shallow,28.23955203,-177.3183689,7283,0,nSPC,Midway,40,40,RANDOM,2014,ForereefShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2009,MID-4018,2014,NWHI,Midway,8/19/14,Backreef,Shallow,28.19654147,-177.384681,7277,0,nSPC,Midway,40,40,RANDOM,2014,BackreefAll,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2010,MID-4023,2014,NWHI,Midway,8/20/14,Forereef,Mid,28.26608352,-177.4045235,7291,0,nSPC,Midway,40,40,RANDOM,2014,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2011,MID-4032,2014,NWHI,Midway,8/20/14,Forereef,Shallow,28.24814684,-177.4070574,7295,0,nSPC,Midway,40,40,RANDOM,2014,ForereefShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2012,MID-4036,2014,NWHI,Midway,8/21/14,Forereef,Mid,28.24145154,-177.4202441,7308,0,nSPC,Midway,40,40,RANDOM,2014,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2013,MID-4041,2014,NWHI,Midway,8/21/14,Forereef,Deep,28.24088342,-177.4255512,7310,0,nSPC,Midway,40,40,RANDOM,2014,ForereefDeep,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2014,MID-4048,2014,NWHI,Midway,8/20/14,Forereef,Deep,28.25178827,-177.3221911,7296,0,nSPC,Midway,40,40,RANDOM,2014,ForereefDeep,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2015,MID-4050,2014,NWHI,Midway,8/19/14,Forereef,Mid,28.21959313,-177.3114487,7284,0,nSPC,Midway,40,40,RANDOM,2014,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2016,MID-4051,2014,NWHI,Midway,8/21/14,Forereef,Shallow,28.24458662,-177.4142788,7313,0,nSPC,Midway,40,40,RANDOM,2014,ForereefShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2017,MID-4056,2014,NWHI,Midway,8/20/14,Forereef,Shallow,28.28005817,-177.3684176,7298,0,nSPC,Midway,40,40,RANDOM,2014,ForereefShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2018,MID-4058,2014,NWHI,Midway,8/22/14,Forereef,Mid,28.19817829,-177.3449472,7364,0,nSPC,Midway,40,40,RANDOM,2014,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2019,MID-4059,2014,NWHI,Midway,8/21/14,Forereef,Shallow,28.22622011,-177.4188763,7307,0,nSPC,Midway,40,40,RANDOM,2014,ForereefShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2020,MID-4062,2014,NWHI,Midway,8/19/14,Forereef,Mid,28.19496316,-177.3350953,7285,0,nSPC,Midway,40,40,RANDOM,2014,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2021,MID-4063,2014,NWHI,Midway,8/19/14,Forereef,Mid,28.20225609,-177.3188502,7275,0,nSPC,Midway,40,40,RANDOM,2014,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2022,MID-4066,2014,NWHI,Midway,8/20/14,Forereef,Mid,28.27883408,-177.3781847,7290,0,nSPC,Midway,40,40,RANDOM,2014,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2023,MID-4068,2014,NWHI,Midway,8/20/14,Forereef,Deep,28.25276954,-177.4200206,7294,0,nSPC,Midway,40,40,RANDOM,2014,ForereefDeep,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2024,MID-4069,2014,NWHI,Midway,8/20/14,Forereef,Mid,28.25765326,-177.4134396,7293,0,nSPC,Midway,40,40,RANDOM,2014,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2025,MID-4070,2014,NWHI,Midway,8/21/14,Forereef,Mid,28.22993137,-177.4207886,7311,0,nSPC,Midway,40,40,RANDOM,2014,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2026,MID-4071,2014,NWHI,Midway,8/22/14,Forereef,Deep,28.18954862,-177.3986154,7362,0,nSPC,Midway,40,40,RANDOM,2014,ForereefDeep,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2027,MID-4072,2014,NWHI,Midway,8/20/14,Forereef,Mid,28.27394567,-177.3415582,7297,0,nSPC,Midway,40,40,RANDOM,2014,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2028,MID-4080,2014,NWHI,Midway,8/20/14,Forereef,Deep,28.28649874,-177.3588005,7289,0,nSPC,Midway,40,40,RANDOM,2014,ForereefDeep,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2029,MID-4085,2014,NWHI,Midway,8/19/14,Forereef,Deep,28.19572725,-177.3755379,7286,0,nSPC,Midway,40,40,RANDOM,2014,ForereefDeep,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2030,MID-4087,2014,NWHI,Midway,8/19/14,Forereef,Deep,28.21674664,-177.3096128,7274,0,nSPC,Midway,40,40,RANDOM,2014,ForereefDeep,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2031,MID-4088,2014,NWHI,Midway,8/19/14,Backreef,Shallow,28.202802,-177.4181534,7276,0,nSPC,Midway,40,40,RANDOM,2014,BackreefAll,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2032,MID-4089,2014,NWHI,Midway,8/20/14,Backreef,Shallow,28.27174089,-177.3816905,7292,0,nSPC,Midway,40,40,RANDOM,2014,BackreefAll,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2033,MID-4090,2014,NWHI,Midway,8/19/14,Forereef,Shallow,28.20033688,-177.3568852,7288,0,nSPC,Midway,40,40,RANDOM,2014,ForereefShallow,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2034,MID-4091,2014,NWHI,Midway,8/22/14,Forereef,Mid,28.19379942,-177.3833263,7363,0,nSPC,Midway,40,40,RANDOM,2014,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2035,MID-4092,2014,NWHI,Midway,8/21/14,Forereef,Deep,28.20296,-177.428641,7305,0,nSPC,Midway,40,40,RANDOM,2014,ForereefDeep,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2036,MID-4093,2014,NWHI,Midway,8/20/14,Backreef,Shallow,28.27429377,-177.3811631,7299,0,nSPC,Midway,40,40,RANDOM,2014,BackreefAll,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2037,MID-4094,2014,NWHI,Midway,8/21/14,Forereef,Deep,28.22268463,-177.4296629,7304,0,nSPC,Midway,40,40,RANDOM,2014,ForereefDeep,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2038,MID-4096,2014,NWHI,Midway,8/21/14,Forereef,Mid,28.25320817,-177.4132708,7309,0,nSPC,Midway,40,40,RANDOM,2014,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2039,MID-4099,2014,NWHI,Midway,8/19/14,Forereef,Deep,28.23149937,-177.3078137,7282,0,nSPC,Midway,40,40,RANDOM,2014,ForereefDeep,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2040,MID-EAR,2009,NWHI,Midway,10/9/09,Forereef,Mid,28.1963,-177.3749333,2794,0,nSPC,Midway,40,40,RANDOM,2009,ForereefMid,Midway,Midway Atoll National Wildlife Refuge,1988,Closed,NA
2041,MOL-0060,2010,MHI,Molokai,10/23/10,Forereef,Deep,21.07712617,-157.2545208,3262,0,nSPC,MOL_LS_WEST,1031,1129191,RANDOM,2011.1,ForereefDeep,MOL_LS_WEST,NA,NA,NA,NA
2042,MOL-0069,2010,MHI,Molokai,10/23/10,Forereef,Mid,21.16732811,-157.2724416,3260,0,nSPC,MOL_LS_WEST,1156,1114922,RANDOM,2011.1,ForereefMid,MOL_LS_WEST,NA,NA,NA,NA
2043,MOL-0074,2010,MHI,Molokai,11/3/10,Forereef,Deep,21.08253032,-157.1254376,3353,0,nSPC,MOL_MCR_SOUTH,6243,1152317,RANDOM,2011.1,ForereefDeep,MOL_MCR_SOUTH,NA,NA,NA,NA
